input,reference,prediction_raw,prediction_clean,fold,chrf,bleu,geo,has_rep,pred_len,ref_len,len_ratio,ref_has_num,ref_words,input_len
translate Akkadian to English: um-ma ša-lim-a-šùr-ma ù KÙ.BABBAR ša a-šu-mì i-dí-a-bi4-im ša ta-al-qé-ú ṭup-pá-am ha-ar-ma-am,"Then it will be me you can pressure on the basis of what your own slave says."" ""Do wait!"" Šalim-Aššur continued: ""And for the silver that you have taken concerning Iddin-abum I hold the certified tablet.","From Šalim-Aššur: As to the silver that you received in the name of Iddin-abum that you have received, my certified tablet.","From Šalim-Aššur: As to the silver that you received in the name of Iddin-abum that you have received, my certified tablet.",1,39.862258437240264,8.279945682622055,18.167480140266896,False,123,203,0.6059113300492611,False,36,125
translate Akkadian to English: a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,"That remains."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.",The Kanesh colony gave us these words and we gave our testimony before Aššur's dagger.,The Kanesh colony gave us these words and we gave our testimony before Aššur's dagger.,1,70.11817387978229,55.43741100650875,62.34717334730851,False,86,111,0.7747747747747747,False,18,122
translate Akkadian to English: IGI ú-ra-a IGI {d}MAR.TU-ba-ni bu-zu-ta-a tap-pá-i-ni,"Witnessed by Uraya, by Amurrum-bāni; Buzutaya was our (absent) partner.","Witnessed by Uraya, by Amurrum-bāni. Buzutaya was our partner.","Witnessed by Uraya, by Amurrum-bāni. Buzutaya was our partner.",1,78.3910636770768,44.96408417513669,59.369877764356076,False,62,71,0.8732394366197183,False,10,84
translate Akkadian to English: i-dí-na-ku-um,<gap> he did not give you a textile.,I gave you.,I gave you.,2,13.301422158430126,3.300991086751251,6.626301833307432,False,11,36,0.3055555555555556,False,8,44
translate Akkadian to English: i-tù-ra-ma 9 GÍN KÙ.BABBAR,He returned and 9 shekels of silver <gap>,I collected 9 shekels of silver.,I collected 9 shekels of silver.,2,50.06782121017409,26.78284959130087,36.61910600815148,False,32,41,0.7804878048780488,True,8,57
translate Akkadian to English: <gap> ša-lim-ar-dí ú šu-nu-nu áp-qí-id,<gap> I entrusted to Šalim-wardī and Šu-Nūnu.,<gap> Šalim-wardī and Šu-Nūnu entrusted to me.,<gap> Šalim-wardī and Šu-Nūnu entrusted to me.,2,80.32929054736509,30.739407647563215,49.691798198243966,False,46,45,1.0222222222222221,False,7,69
translate Akkadian to English: DUMU mu-mu-lá-nim IGI a-šur-ta-ak-lá-ku DUMU i-ku-nim DUMU,"Witnessed by Aššur-idī son of Mu-mulānum, by Aššur-taklāku son of Ikūnum son of Samaya.","Son of Mumulānum. Witnessed by Aššur-taklāku son of Ikūnum, (grand)son.","Son of Mumulānum. Witnessed by Aššur-taklāku son of Ikūnum, (grand)son.",2,61.98837478735294,28.78787818101128,42.24350579695283,False,71,87,0.8160919540229885,False,14,89
translate Akkadian to English: ku-a-tí li-li-kam,<gap> let him come to you.,Send me word.,Send me word.,2,5.312059187609752,4.576506607182439,4.930585560543515,False,13,26,0.5,False,6,48
translate Akkadian to English: a-wa-sú,I shall conclude his case.,a witnessed tablet concerning ANŠE.HI.A son of ŠU.NÍGIN.,a witnessed tablet concerning ANŠE.HI.A son of ŠU.NÍGIN.,2,14.254765444776602,2.627961710408444,6.120537376711812,False,56,26,2.1538461538461537,False,5,38
translate Akkadian to English: lá a-lá-kam,I shall not arrive empty-handed.,I shall not leave.,I shall not leave.,2,31.960974159138893,34.98330125272251,33.43800812458235,False,18,32,0.5625,False,5,42
translate Akkadian to English: <gap> 12 ½ ma-na <gap> 3 ma-na KÙ.BABBAR <gap>,<gap> 12.5 minas <gap> 3 minas of silver <gap> we added.,<gap> 12 ½ minas <gap> 3 minas of silver,<gap> 12 ½ minas <gap> 3 minas of silver,2,63.644380572995786,45.63101715326726,53.890238648900414,False,40,56,0.7142857142857143,True,11,77
translate Akkadian to English: 11 <gap> ù ni-is-ha-tum <gap> a-na um-me-a-ni <gap>,11 <gap> plus the import duty <gap> to the investors <gap> for you <gap> 15.3333 <gap>,11 <gap> and its import duty <gap> to the investors <gap>,11 <gap> and its import duty <gap> to the investors <gap>,2,57.16818568709105,44.90552660763824,50.66722296990502,False,57,86,0.6627906976744186,True,16,82
translate Akkadian to English: a-na 5-ší-šu šé-né-en na-áš-ú-ni-kum,<gap> they bring you for 5 pairs of shoes.,They bring you 5 shekels of silver.,They bring you 5 shekels of silver.,2,36.91170069973208,8.423555525647696,17.63314380336876,False,35,42,0.8333333333333334,True,9,67
translate Akkadian to English: šu-be-lam ṭur4-dam,Send me Šu-Bēlum.,Šu-Bēlum seizes me.,Šu-Bēlum seizes me.,2,47.087896909959184,21.02241038134286,31.462693667827114,False,19,17,1.1176470588235294,False,3,49
translate Akkadian to English: a-na 15 u4-me-e ha-mu-uš-tum ša en-na-sú-in DUMU ku-ra-ra ù,Within 15 days (it is) the week of Enna-Suen son of Kurara and Aššur-malik son of Lā-qēp.,"Within 15 days, the week eponymy of Enna-Suen son of Kurara and the week eponymy of Enna-Suen son of Kurara.","Within 15 days, the week eponymy of Enna-Suen son of Kurara and the week eponymy of Enna-Suen son of Kurara.",2,54.92101622492923,32.21135973222974,42.06043997012896,False,108,89,1.2134831460674158,True,17,90
translate Akkadian to English: i-dí-nam KÙ.BABBAR ša al-qé-ú i-na ṣí-ib-tí-a ú-ṣa-ha-ar-ma ù a-na ma-la ṭup-pí-šu KÙ.BABBAR ù ṣí-ba-sú ba-lu-um dí-ni-im ù ma-mì-tim,"If Alu son of Adudu has not come within 5 days and answered me in court, I shall deduct the money I took from my interest and then he must pay the silver and its interest in accordance with his tablet, without a verdict or an oath.","I shall deduct the silver I received in my interest, and then I shall add interest in accordance with his tablet the silver and its interest in accordance with his tablet. Also, with respect to what silver and its interest is in accordance with his tablet.","I shall deduct the silver I received in my interest, and then I shall add interest in accordance with his tablet the silver and its interest in accordance with his tablet. Also, with respect to what silver and its interest is in accordance with his tablet.",2,49.220359210202,26.407726970612345,36.05270873899046,False,256,231,1.1082251082251082,True,47,164
translate Akkadian to English: IGI {d}MAR.TU-ba-ni DUMU ma-na-na IGI na-áb-sú-in DUMU e-šu-ba-ni IGI,"Witnessed by Amurrum-bāni son of Manana, by Nāb-Suen son of Ešu-bāni, by Lā-qēp son of Izzizam-ilum.","Witnessed by Amurrum-bāni son of Manana, by Nāb-Suen son of Ešu-bāni, by Amurrum-bāni son of Manana.","Witnessed by Amurrum-bāni son of Manana, by Nāb-Suen son of Ešu-bāni, by Amurrum-bāni son of Manana.",2,75.85078621008088,76.2322906096698,76.04129915604297,False,100,100,1.0,False,16,100
translate Akkadian to English: ša ni-iš a-lim{ki},I impressed upon them what was sworn by the City.,That belongs to the City.,That belongs to the City.,2,22.62068345532203,13.13084334918613,17.234519166584253,False,25,49,0.5102040816326531,False,10,49
translate Akkadian to English: KIŠIB a-mur-{d}UTU DUMU mì-šu-ra-bi KIŠIB na-bi-sú-in DUMU {d}AB-ba-ni KIŠIB i-ku-pí-a-šùr DUMU šu-IŠTAR,"Seal of Amur-Šamaš son of Miššu-rabi, seal of Nabi-Suen son of Illil-bāni, seal of Ikūn-pī-Aššur son of Šu-Ištar.","Seal of Amur-Šamaš son of Mīšu-rabi, seal of Nabi-Suen son of Illil-bāni, seal of Ikūn-pī-Aššur son of Šu-Ištar.","Seal of Amur-Šamaš son of Mīšu-rabi, seal of Nabi-Suen son of Illil-bāni, seal of Ikūn-pī-Aššur son of Šu-Ištar.",2,95.35614109507151,86.5603055254171,90.85183931497573,False,112,113,0.9911504424778761,False,18,135
translate Akkadian to English: a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,2,100.0,100.00000000000004,100.00000000000001,False,96,96,1.0,False,16,89
translate Akkadian to English: <gap> ší-im TÚG.HI.A KÙ.BABBAR ku-un-kà-ma iš-tí a-li-ki-im pá-nim-ma e-wa-ri-mu-ša,<gap> seal the proceeds in silver from the textiles and send me Ewarimuša with the first transport.,<gap> seal the price of the textiles and with the very first transport he must compensate.,<gap> seal the price of the textiles and with the very first transport he must compensate.,2,55.22860497150172,29.17591430729611,40.14156257496764,False,90,99,0.9090909090909091,False,17,114
translate Akkadian to English: lá i-sà-hu-ur,He must not delay.,I shall not delay.,I shall not delay.,2,52.18503718503719,39.76353643835254,45.55284434197285,False,18,18,1.0,False,4,44
translate Akkadian to English: šu-ma lá e-ra-ba-am a-<gap> KÙ.BABBAR ší-im TÚG.HI.A <gap> ù mì-šu ša ta-áš-pu-ra-ni um-ma a-ta-ma a-na,"If he does not enter <gap> the silver proceeds from the textiles <gap> Also, why have you written as follows: You must not touch the grain under my seal."" Also <gap> in my father's house <gap>""","If he does not arrive, <gap> silver, the price of textiles <gap> and why does you write me as follows: <gap> silver, the price of the textiles <gap>""""","If he does not arrive, <gap> silver, the price of textiles <gap> and why does you write me as follows: <gap> silver, the price of the textiles <gap>""""",2,38.2853689954126,24.404653335771396,30.566994588364995,False,150,193,0.7772020725388601,False,36,134
translate Akkadian to English: KIŠIB šu-nu-nu DUMU a-mur-IŠTAR,Seal of Šu-Nūnu son of Amur-Ištar.,Seal of Šu-Nūnu son of Amur-Ištar.,Seal of Šu-Nūnu son of Amur-Ištar.,2,100.0,100.00000000000004,100.00000000000001,False,34,34,1.0,False,6,62
translate Akkadian to English: ṭup-pu-um ša ší-bu-tí-a ša IGI šu-ga-ri-a-im ša,Tablet with my testimony before the šugarri'ā'um of Aššur.,The tablet with my testimony in the presence of Šugarum.,The tablet with my testimony in the presence of Šugarum.,2,47.47887650305216,16.59038701421971,28.065867814588916,False,56,58,0.9655172413793104,False,9,78
translate Akkadian to English: wa-bar-tum ša ša-mu-ha i-dí-ni-ma ṭup-pá-am a-dí-in,"The Šamuha station gave me, and I gave the tablet.",The staff of Šamuha gave me and I gave a tablet.,The staff of Šamuha gave me and I gave a tablet.,2,50.00219474931272,19.72940627795883,31.408814288330124,False,48,50,0.96,False,10,82
translate Akkadian to English: ⅚ ma-na <gap> hu-za-nim i tù-a-ri-šu i-ša-qal,<gap> 0.8333 minas of silver owed by <gap>huzānum; he will pay when he returns.,⅚ mina <gap> huzānum will pay when he returns.,⅚ mina <gap> huzānum will pay when he returns.,2,51.03618544476045,29.950241980592796,39.09662522311847,False,46,79,0.5822784810126582,True,14,76
translate Akkadian to English: ša-lim-a-šur iš-tù ha-mu-uš-tim ša en-nam-a-a a-na 20 ha-am-ša-tim i-ša-qal,14.5 minas owed by Šalim-Aššur; he will pay from the week of Ennamaya in 20 weeks.,Šalim-Aššur will pay within 20 weeks.,Šalim-Aššur will pay within 20 weeks.,2,36.81540678267146,6.683870834292123,15.686600130279926,False,37,82,0.45121951219512196,True,16,106
translate Akkadian to English: ú a-ma-kam ṣí-lu-lu ha-sí-is-ma na-áš-pé-er-tù-šu ù na-áš-pé-er-ta-kà a-na ṣé-er a-we-li tap-pá-e-šu lu a-na ša ki-ma šu-a-tí <gap> ṭup-pá-am,"Also, remind Ṣilulu there that his missive as well as your missive <gap> to the men who are his partners as well as his representatives <gap> a verdict of the City here <gap> we have taken their tablet.","And there Ṣilulu is held in service there, his missive and your missive to the men, either to his representatives or to his representatives.","And there Ṣilulu is held in service there, his missive and your missive to the men, either to his representatives or to his representatives.",2,38.93007061920785,4.723677997205469,13.560719671669613,False,140,202,0.693069306930693,False,38,172
translate Akkadian to English: i-hi-id-ma,Pay attention and leave your instructions.,<gap> take care to pay attention.,<gap> take care to pay attention.,2,30.527175437259267,5.669791110976001,13.15609014629261,False,33,42,0.7857142857142857,False,6,41
translate Akkadian to English: ½ GÍN KÙ.BABBAR a-na NINDA,0.5 shekel of silver for bread.,½ shekel of silver for bread.,½ shekel of silver for bread.,2,88.68310699290674,80.91067115702207,84.70779012042566,False,29,31,0.9354838709677419,True,6,57
translate Akkadian to English: ša sí-ni-iš-tim 20 sí-pá-ra-tum 10 ½ GÍN AN.NA 5-ší-šu ma-ar-šu ša ¼ GÍN du-ug-lu i-nu-mì a-na ku-bu-ur-na-at a-ṣé-er ì-lí-dan a-dí-da ù sá-li-a a-lu-wa áš-pu-ru a-na qá-tí-šu a-dí-in,"2 pairs of women's shoes, 20 bronze pins, 10.5 shekels of tin, five sets of leather straps, duglu worth 1 / 4 shekel - when I sent Aluwa to Kuburnat to Ilī-dan, Adida and Salliya I gave this to him to dispose over.","Of the week-eponymy, 20 bronze pins, 10 ½ shekels of tin, 5 hides, his shares, worth 1 shekel. When Aluwa wrote to Ilī-dan, Adida and Salliya in Kuburnat to Ilī-dan, Adida and Salliya, I gave him for his expenses.","Of the week-eponymy, 20 bronze pins, 10 ½ shekels of tin, 5 hides, his shares, worth 1 shekel. When Aluwa wrote to Ilī-dan, Adida and Salliya in Kuburnat to Ilī-dan, Adida and Salliya, I gave him for his expenses.",2,47.73836568519022,27.068700694212207,35.94739952156852,False,213,214,0.9953271028037384,True,43,214
translate Akkadian to English: <gap> ma-na 12 GÍN KÙ.BABBAR KI be-lúm-ba-ni,<gap> mina 12 shekels of silver is owed by Bēlum-bāni.,<gap> mina 12 shekels of silver is owed by Bēlum-bāni.,<gap> mina 12 shekels of silver is owed by Bēlum-bāni.,2,100.0,100.00000000000004,100.00000000000001,False,54,54,1.0,True,10,75
translate Akkadian to English: ŠÀ.BA <gap> GÍN KÙ.BABBAR a-na <gap> a-dí-in,Thereof I gave <gap> shekels of silver to <gap>,<gap> shekels of silver I gave to <gap>,<gap> shekels of silver I gave to <gap>,2,69.25450474556868,62.88013020403349,65.99039532854167,False,39,47,0.8297872340425532,False,9,75
translate Akkadian to English: šu-ma za-<gap>,If Za<gap> Šalim-Aššur.,if Za <gap> and <gap>,if Za <gap> and <gap>,2,32.0741219142125,29.84745896009822,30.940766595474724,False,21,23,0.9130434782608695,False,3,45
translate Akkadian to English: šu-ma a-ší-it,If Ašet is safe <gap>,If Ašet is indebted to the effect that Ašet is indebted to the effect.,If Ašet is indebted to the effect that Ašet is indebted to the effect.,2,27.41363014732529,9.78237574896145,16.375910073769745,False,70,21,3.3333333333333335,False,5,44
translate Akkadian to English: <gap> a-hi a-ta 4 ⅔ ma-na KÙ.BABBAR a-na ša ki-ma,"<gap> My dear brother, I shall not achieve the 4.6666 minas of silver for my representatives but he shall not make me angry.","<gap> my dear brother, 4 ⅔ minas of silver to representatives.","<gap> my dear brother, 4 ⅔ minas of silver to representatives.",2,41.36567121418598,10.766743828595049,21.103876071969072,False,62,124,0.5,True,23,80
translate Akkadian to English: KÙ.GI ša ik-ri-bi ša ta-ta-wu IGI kur-ub-IŠTAR DUMU PUZUR4-ì-lí IGI <gap> DUMU a-šur-SIPA,"As to the price of the gold from the votive offering that you mentioned, witnessed by Kurub-Ištar son of Puzur-ilī, by <gap> son of Aššur-rē'ī, he will balance with you.","The gold of the votive offerings you will discuss. Witnessed by Kurub-Ištar son of Puzur-ilī, by <gap> son of Aššur-rē'ī.","The gold of the votive offerings you will discuss. Witnessed by Kurub-Ištar son of Puzur-ilī, by <gap> son of Aššur-rē'ī.",2,60.471428206229675,36.34734266215984,46.8825737591488,False,121,169,0.7159763313609467,False,30,120
translate Akkadian to English: <gap> lá ú-ša-bi4 <gap> mì-nam,<gap> he did not pay in full <gap> Why do you sue <gap>?,<gap> should not say <gap>,<gap> should not say <gap>,2,21.644462046450297,9.137758886485086,14.063494423795971,False,26,56,0.4642857142857143,False,13,61
translate Akkadian to English: <gap> DUMU lu-zi-na <gap> i-na,<gap> Luzina's son <gap> Put it within the firewood and <gap>,<gap> son of Luzina <gap>,<gap> son of Luzina <gap>,2,22.547106215277665,12.75276983941942,16.956947134091653,False,25,61,0.4098360655737705,False,11,61
translate Akkadian to English: 1 ma-na 15 GÍN KÙ.BABBAR,"1 mina 15 shekels of silver is owed by Šariša, the miller.",1 mina 15 shekels of silver is owed by Amur-Ištar.,1 mina 15 shekels of silver is owed by Amur-Ištar.,2,66.74519013286341,61.44118374261937,64.03829706425154,False,50,58,0.8620689655172413,True,12,55
translate Akkadian to English: ⅔ ma-na 5 GÍN KÙ.BABBAR a-ni,He will pay 0.6666 minas 5 shekels of silver now.,⅔ mina 5 shekels of silver is owed by this account.,⅔ mina 5 shekels of silver is owed by this account.,2,44.0878581172154,22.416933501922298,31.43747101240497,False,51,49,1.0408163265306123,True,10,59
translate Akkadian to English: ½ ma-na KÙ.BABBAR a-na ša,0.5 mina of silver he will pay at the festival of Usmû.,½ mina of silver for the priestess.,½ mina of silver for the priestess.,2,32.33455931987996,12.502047063713432,20.10592406236463,False,35,55,0.6363636363636364,True,12,56
translate Akkadian to English: me-er-e-a É-tí ma-ma-an iš-ta-am,"<gap> why, someone from among my sons bought the house.",The sons of Amur-Ištar bring the house to anyone.,The sons of Amur-Ištar bring the house to anyone.,2,25.908713704836877,6.68986069184485,13.16532131739481,False,49,55,0.8909090909090909,False,10,63
translate Akkadian to English: lá-ma-sí i,Lamassī lives in it.,Lamassī is owed by Amur-Ištar.,Lamassī is owed by Amur-Ištar.,2,31.241561716479122,9.652434877402245,17.365400655805722,False,30,20,1.5,False,4,41
translate Akkadian to English: DUMU <gap> a-na me-er-i-šu,<gap>-bum son of <gap> for his son.,Son of <gap> to his son.,Son of <gap> to his son.,2,44.762609600675,27.677834512471538,35.19846730858962,False,24,35,0.6857142857142857,False,7,57
translate Akkadian to English: 2 <gap> DUMU i-tur4-DINGIR,2 <gap> the son of Itūr-ilī.,2 <gap> son of Itūr-ilī.,2 <gap> son of Itūr-ilī.,2,74.44930607922377,61.019504321125766,67.40074001081895,False,24,28,0.8571428571428571,True,6,57
translate Akkadian to English: 2 GÍN <gap> DUMU ru-ba-im,2 shekels: <gap> son of the king.,2 shekels <gap> son of Rubam.,2 shekels <gap> son of Rubam.,2,54.27521889845085,42.500836592944815,48.0285561874326,False,29,33,0.8787878787878788,True,7,56
translate Akkadian to English: 1 ½ GÍN a-na <gap> DUMU a-ni-nim,1.5 shekel for <gap> son of Anninum.,1 ½ shekel to <gap> son of Anīnum.,1 ½ shekel to <gap> son of Anīnum.,2,54.721704148667726,38.16330911371337,45.69859199860295,False,34,36,0.9444444444444444,True,7,63
translate Akkadian to English: 3 GÍN šu-sú-in DUMU a-šur-ma-lik,3 shekels: Šu-Suen son of Aššur-malik.,3 shekels Šu-Suen son of Aššur-mālik,3 shekels Šu-Suen son of Aššur-mālik,2,75.81228934458457,27.22230298303347,45.428901707786,False,36,38,0.9473684210526315,True,6,63
translate Akkadian to English: <gap> lu-qú-tí KÙ.BABBAR 9 GÍN,"<gap> my goods, some 9 shekels of silver seize them and then make them pay the silver to you.",<gap> merchandise in silver 9 shekels.,<gap> merchandise in silver 9 shekels.,2,24.3465468857653,5.123688092983007,11.168890382837866,False,38,93,0.40860215053763443,True,19,61
translate Akkadian to English: a-na qá-tí am-tim e-zi-ib,I left all these tablets in the hands of the maid.,To the share of the maid.,To the share of the maid.,2,28.823131625092824,21.28139770959968,24.76684330611676,False,25,50,0.5,False,11,56
translate Akkadian to English: a ma-lá tí-ir-tí-a ep-ša-ma ša-áš-qí-lá-šu-nu-ma a-šar lá-qá-im ku-un-kà-ma li-ib-ší,"Demand them from her, act in accordance with my instructions, make them pay and seal what there is to recieve and let it be.","in accordance with my instructions, and make them pay and seal them where they can take and let them stay.","in accordance with my instructions, and make them pay and seal them where they can take and let them stay.",2,59.32257334856713,33.130664109082886,44.332789802783786,False,106,124,0.8548387096774194,False,24,115
translate Akkadian to English: ki-ma ša a-na-ku wa-áš-ba-ku-ni,"My dear brothers, pay attention to my instructions as if I was staying there myself.",Since I stay with you,Since I stay with you,2,6.793089613778561,0.9690650671856618,2.565725208001539,False,21,84,0.25,False,15,62
translate Akkadian to English: KÙ.BABBAR ša-qí-il5 ú lá,Send me word with humašana whether the silver has been paid or not.,The silver must not be paid.,The silver must not be paid.,2,20.153151539647858,3.4166909782241994,8.298017296216004,False,28,67,0.417910447761194,False,13,55
translate Akkadian to English: KIŠIB sú-en-na-da DUMU,Seal of Suen-nādā son of Ennam-Aššur.,"Seal of Suen-nādā, son of Šu-Ištar.","Seal of Suen-nādā, son of Šu-Ištar.",2,54.74136863075525,27.05411345269698,38.48349253241395,False,35,37,0.9459459459459459,False,6,53
translate Akkadian to English: kà-ru-um kà-ni-iš i-dí-ni-ma IGI GÍR ša a-šùr ší-bu-tí a-dí-in,The Kanesh colony gave me for these proceedings and I gave my testimony before Aššur's dagger.,The Kanesh colony gave me and before Aššur's dagger I gave my testimony.,The Kanesh colony gave me and before Aššur's dagger I gave my testimony.,2,68.14759534431543,44.73900586303475,55.21644381577872,False,72,94,0.7659574468085106,False,16,93
translate Akkadian to English: šu-ku-bu-um DUMU a-šur-i-dí ù i-dí-IŠTAR DUMU a-šur-na-da tap-pá-ú-a,Šu-Kūbum son of Aššur-idī and Iddin-Ištar son of Aššur-nādā were my (absent) partners.,Šu-Kūbum son of Aššur-idī and Iddin-Ištar son of Aššur-nādā are the companion.,Šu-Kūbum son of Aššur-idī and Iddin-Ištar son of Aššur-nādā are the companion.,2,72.39222017532072,52.812131374276895,61.83192898798011,False,78,86,0.9069767441860465,False,13,99
translate Akkadian to English: <gap> ú DUMU e-<gap> ep-ru-um iš-tí <gap>,<gap> and the son of E<gap> dust with <gap> and correctly is poured over my head.,<gap> and the son of E<gap> is owed by <gap>,<gap> and the son of E<gap> is owed by <gap>,2,40.771190979244025,46.94252364769241,43.748172495405406,False,44,81,0.5432098765432098,False,16,72
translate Akkadian to English: am-ta-na-ha-ar-ma a-na ra-bi4-ṣí-im lá,I keep appealing to the City that they should not give an attorney.,Amtanahar should not come back to the attorney.,Amtanahar should not come back to the attorney.,2,35.518458741472124,9.476009133591255,18.34593250410766,False,47,67,0.7014925373134329,False,13,69
translate Akkadian to English: a-hu-ú-a a-tù-nu lu KÙ.BABBAR-ap <gap>-na qá-tí-ku-nu <gap>,"My dear brothers, the silver of <gap> for your hands <gap>","My dear brothers, both the silver <gap> your account <gap>","My dear brothers, both the silver <gap> your account <gap>",2,57.29155190372842,31.403958438685727,42.41675983467494,False,58,58,1.0,False,11,90
translate Akkadian to English: 21 GÚ 51 ½ ma-na a-wi-it i-na-a ù,21 talents 51.5 minas: the consignment-value of Innaya and the merchant.,21 talents 51 ½ minas the declared value of Innaya and Anna-anna.,21 talents 51 ½ minas the declared value of Innaya and Anna-anna.,2,47.360796779569064,16.2617017151949,27.751885525551508,False,65,72,0.9027777777777778,True,11,64
translate Akkadian to English: 5 ma-na LÁ 4 GÍN.TA da-tum iš-tù a-lim{ki} a-dí kà-ni-iš-ki,The fees from the City to Kanesh amounted to 5 minas less 4 shekels per talent.,"5 minas less 4 shekels of silver, the price in silver from the City until Kanesh.","5 minas less 4 shekels of silver, the price in silver from the City until Kanesh.",2,49.94990283566938,28.43329181530769,37.68607386652067,False,81,79,1.0253164556962024,True,16,90
translate Akkadian to English: 62 ku-ta-ni a-na ir-i-bi-im ù šé-ep-IŠTAR e-zi-ib,I left 62 kutānus with Ir'ibum and Šēp-Ištar.,I left 62 -textiles to Ir'am and Šēp-Ištar.,I left 62 -textiles to Ir'am and Šēp-Ištar.,2,49.69878522466552,29.84745896009822,38.51470436547501,False,43,45,0.9555555555555556,True,8,80
translate Akkadian to English: ŠÀ.BA 30 ku-ta-ni a-na šu-pu-nu-ma-an ni-dí-in 5 TÚG a-na ra-dí-im,We gave thereof 30 kutānus to Šuppunuman; 5 textiles for the guide from Išhianit.,"Thereof we gave 30 -textiles to Šuppunuman, 5 textiles to the address.","Thereof we gave 30 -textiles to Šuppunuman, 5 textiles to the address.",2,40.64786408841266,8.280453072947422,18.34619118780914,False,70,81,0.8641975308641975,True,14,97
translate Akkadian to English: 11 ku-ta-ni i-na na-ru-qá-tim du-ur-kà-ma a-šu-mì da-dí-a e-ez-ba a-dí tí-ir-tí i-lá-kà-ni,Pack 11 kutānus in the sacks and leave them in Dādiya's name until my instructions arrive.,11 -textiles sealed in the sacks and leave them in the name of Dadiya. Until my message arrives here.,11 -textiles sealed in the sacks and leave them in the name of Dadiya. Until my message arrives here.,2,46.878016725052674,30.961688266242906,38.097539820581616,False,101,90,1.1222222222222222,True,16,121
translate Akkadian to English: ší-tí ku-ta-ni-a 16 TÚG,The rest of my kutānus - 16 textiles remain.,The rest of my kutānum textiles: 16 textiles.,The rest of my kutānum textiles: 16 textiles.,2,66.84182155652911,32.46679154750989,46.58475595226065,False,45,44,1.0227272727272727,True,9,54
translate Akkadian to English: ší-tí-im ma-lá ta-du-nu-šu-ni,"After I left, with respect to the remainder, send me as much as you will sell.",The rest of the proceeds from him is what you gave him.,The rest of the proceeds from him is what you gave him.,2,15.033845607957188,2.56249125689746,6.206778385598811,False,55,78,0.7051282051282052,False,16,60
translate Akkadian to English: 1 GÚ 1 ma-na 1 GÍN KÙ.BABBAR ù 1 ma-na 1 GÍN KÙ.GI qá-qá-sú ma-sà-a-am ù 3 ma-na KÙ.GI ša-am-ša-am ik-ri-bi a-na a-šùr ha-bu-lá-ku a-na,"I owe as votive offering to Aššur 1 talent 1 mina 1 shekel of silver plus 1 mina 1 shekel of gold, to purify his head, plus a sun-disk of 3 minas of gold.","1 talent 1 mina 1 shekel of silver and 1 mina 1 shekel of gold, its transport tariff paid, and 3 minas of gold as a washed copper, I owe to Aššur. For that reason I owe 3 minas of gold to Aššur.","1 talent 1 mina 1 shekel of silver and 1 mina 1 shekel of gold, its transport tariff paid, and 3 minas of gold as a washed copper, I owe to Aššur. For that reason I owe 3 minas of gold to Aššur.",2,53.244430925882526,34.71971116764473,42.995712147053126,False,194,154,1.2597402597402598,True,34,166
translate Akkadian to English: ik-ri-be ha-bu-lá-ku a-na a-nu-ni-tim ú-ra-am ha-bu-lá-ku ½ ma-na,"I owe vulva-ornaments as votive offerings to Ištar of Assur, of Qatna and of Dim.",I owe a votive offering. I owe ½ mina of silver to Anunitum.,I owe a votive offering. I owe ½ mina of silver to Anunitum.,2,29.230929081907952,6.053735079430114,13.302492277294508,False,60,81,0.7407407407407407,False,15,96
translate Akkadian to English: <gap> a-na a-lá-hi-im pì-qí-id-ma a-ṣé-er DAM.GÀR lu-ub-lam,<gap> entrust <gap> to Ali-ahum so he may bring it to the merchant.,<gap> to Ali-ahum and he must bring it to the merchant.,<gap> to Ali-ahum and he must bring it to the merchant.,2,65.99971926385565,47.32901678120695,55.89008696176784,False,55,67,0.8208955223880597,False,13,90
translate Akkadian to English: ki-ma i-a-tí IGI 3 DUMU um-me-a-nim,"Also, on behalf lay claim to it with 3 affiliated traders as witnesses.",On behalf of me. Before three sons of Ummē-Anum.,On behalf of me. Before three sons of Ummē-Anum.,2,15.409722359739863,3.0981749906855875,6.909559785424433,False,48,71,0.676056338028169,True,13,66
translate Akkadian to English: ku-nu-ki ša ha-nu <gap> a-na-ku <gap> i-na tí-me-el-ki-a a-na a-lá-bi-im DUMU a-šur-e-mu-qí e-zi-ib,<gap> two <gap> sealed by hanu I personally left in Timelkiya with Ali-abum son of Aššur-emūqī.,Sealed by hanu <gap> I <gap> I left to Ali-abum son of Aššur-emūqi in Timelkiya.,Sealed by hanu <gap> I <gap> I left to Ali-abum son of Aššur-emūqi in Timelkiya.,2,59.92967239252931,19.174953847240165,33.89909589070146,False,80,95,0.8421052631578947,False,16,130
translate Akkadian to English: li-dí-na-kum,Send word to Ali-abum so that he may give the textiles to you.,<gap> should give to you.,<gap> should give to you.,2,16.341494075724913,10.434384015500639,13.058078900555872,False,25,62,0.4032258064516129,False,13,43
