doc_idx,oare_id,sent_idx,n_sents,akk_bytes,is_long,eng_sent,akk_pred,match_start_tok,match_end_tok,match_score,matched_segment
55,e3aecf83-f197-4c23-ae53-56162c679468,8,22,410,False,"In all 8.6666 minas and <gap> shekels of tin from his sales he charged to Puzur-Aššur and <gap> in the presence of Ennam-Suen, son of Aššur-mālik, (and of) Aššur-<gap>.",ŠU.NÍGIN 8.6666 ma-na <gap> GÍN AN.NA ša da-tí-šu a-na PUZUR₄-a-šur i-dí-ma <gap> IGI en-na-sú-in DUMU a-šur-ma-lik IGI a-šur-<gap>,42,51,28.030824846859826,<gap> ší-ga-ri ki 1 <gap> a-na e-na-na-tim ta-dí-in mì-ma
55,e3aecf83-f197-4c23-ae53-56162c679468,9,22,410,False,"One mina of silver under Aššur-mālik's seals, 3 <gap> minas of silver, a textile of Akiaya and Azutaya, silver belonging to Ennam-Aššur, I entrusted to Aninaya.",1 ma-na KÙ.BABBAR ku-nu-ki ša a-šur-ma-lik 3 <gap> ma-na KÙ.BABBAR TÚG ša a-ki-a-a ù a-zu-ta-a KÙ.BABBAR ša en-um-a-šur a-na a-ni-na-a áp-qí-id IGI šu-IŠTAR DUMU a-šur-ma-lik,23,35,33.90750464997435,1 TÚG ku-sí-tù a-na a-ša-at i-na-aḫ-DINGIR ta-dí-in <gap> ma-na 2 GÍN KÙ.BABBAR
55,e3aecf83-f197-4c23-ae53-56162c679468,10,22,410,False,"0.8333 mina and 3 shekels of silver under the seals of Ikuppiya, son of Akusānum (and) separately 17.5 shekels of silver under the seals of Akitaya, I brought along and entrusted to Aššur-nišū, son of IZkānum in the presence of Iddin-Suen, son of Kukulānum, of Ahiaya, son of Laqēp, of hubītum, (and) of Akiaya, son of Akusānum.",0.8333 ma-na 3 GÍN KÙ.BABBAR ku-nu-ki ša i-ku-pí-a DUMU a-ku-sà-nim a-ḫa-ma 17.5 GÍN KÙ.BABBAR ku-nu-ki ša a-ki-ta-a áp-qí-id-ma a-na a-šùr-ni-šu DUMU iz-kà-nim áp-qí-id IGI i-dí-sú-in DUMU ku-ku-lá-nim IGI a-ḫi-a-a DUMU lá-qé-ep IGI ḫu-bi-tim IGI a-ki-a-a DUMU a-ku-sà-nim,14,35,33.664753387164176,0.3333 ma-na 8 GÍN KÙ.BABBAR a-na i-dí-a-šùr ta-dí-in a-ḫa-ma 1 TÚG ku-sí-tù a-na a-ša-at i-na-aḫ-DINGIR ta-dí-in <gap> ma-na 2 GÍN KÙ.BABBAR
55,e3aecf83-f197-4c23-ae53-56162c679468,11,22,410,False,These witnesses I set against them in Nehriya when I entrusted to them the packets (of silver).,ší-be a-ni-ú-tum i-na ne-eḫ-ri-a i-nu-mì ší-it-ri áp-qí-du-šu-nu-tí a-dí-šu-nu-tí,48,53,18.505645124321084,e-na-na-tim ta-dí-in mì-ma a-nim iš-tí
55,e3aecf83-f197-4c23-ae53-56162c679468,12,22,410,False,"Four shekels of silver under the seals of Akitaya I entrusted to Aninaya, in the presence of these same persons, in the presence of Aninaya, son of Watrum, of Aššur-nišû, son of IZkānum, of Aki<a>ya, son of Akusānum - the witnesses which I had set against Iddin-Aššur, son of Šu-Bēlum.",4 GÍN KÙ.BABBAR ku-nu-ki ša a-ki-ta-a a-na a-ni-na-a áp-qí-id IGI a-wi-lu a-ni-ú-tum IGI a-ni-na-a DUMU DIRI-im IGI a-šur-ni-šu DUMU iz-kà-nim IGI a-ki-<a-a DUMU a-ku-sà-nim ší-be ša a-na i-dí-a-šur DUMU šu-be-lim áš-qúl,15,30,29.83634700961499,ma-na 8 GÍN KÙ.BABBAR a-na i-dí-a-šùr ta-dí-in a-ḫa-ma 1 TÚG ku-sí-tù a-na a-ša-at i-na-aḫ-DINGIR ta-dí-in
55,e3aecf83-f197-4c23-ae53-56162c679468,13,22,410,False,"Month XII, eponymy of Ṭāb-Aššur.",ITU.KAM ku-zal-li li-mu-um DU₁₀-a-šur,19,21,11.592712059567626,a-na i-dí-a-šùr
55,e3aecf83-f197-4c23-ae53-56162c679468,14,22,410,False,1.5 shekel of silver is due from Aššur-ennam.,1.5 GÍN KÙ.BABBAR iš-tí a-šur-e-nam,33,36,84.29652511572955,GÍN KÙ.BABBAR iš-tí
55,e3aecf83-f197-4c23-ae53-56162c679468,15,22,410,False,"10 shekels of silver, the working capital of Puzur-Aššur, my harnessor, the native held and when I myself took the silver I gave him a tablet with my seal and 1.5 shekel of silver thereof remains as his debt and I gave his tablet in deposit to the son of GA<gap> until he gives me the silver.",10 GÍN KÙ.BABBAR be-ú-lá-at PUZUR₄-a-šur kà-ṣa-ri-a nu-a-im uk-ta-in-ma i-nu-mì KÙ.BABBAR a-na-ku al-qé-ma KÙ.BABBAR a-na-ku al-qé-ma ṭup-pá-am ša ku-nu-ki-a a-dí-šu-um-ma 1.5 GÍN KÙ.BABBAR ŠÀ.BA ḫu-bu-li-šu i-ri-ḫa-ma a-na DUMU ga-<gap> ṭup-pá-am a-dí-in a-dí KÙ.BABBAR i-da-nam,15,35,34.50262629966403,ma-na 8 GÍN KÙ.BABBAR a-na i-dí-a-šùr ta-dí-in a-ḫa-ma 1 TÚG ku-sí-tù a-na a-ša-at i-na-aḫ-DINGIR ta-dí-in <gap> ma-na 2 GÍN KÙ.BABBAR
55,e3aecf83-f197-4c23-ae53-56162c679468,16,22,410,False,"In the presence of Ahiaya, of Ali-ahum, son of Iddin-<gap>, (and) of Šu-Nunu, son of Adadaya, in Nehriya.",IGI a-ḫi-a-a IGI a-lá-ḫi-im DUMU i-dí-<gap> IGI šu-nu-nu DUMU a-da-da-a IGI ni-iḫ-ri-a,27,33,19.633526412805445,a-ša-at i-na-aḫ-DINGIR ta-dí-in <gap> ma-na 2
55,e3aecf83-f197-4c23-ae53-56162c679468,17,22,410,False,"I said: The silver belongs to Puzur-Aššur, we o to bring it to the city for making purchases."" <gap> shekels of silver for a textile(?), the silver he / I <gap>, either from Mamma or from <gap> I will put under seal and send!",um-ma a-na-ku-ma KÙ.BABBAR ša PUZUR₄-a-šur a-na a-lim{ki} a-na ší-a-ma-tim nu-ub-lu <gap> GÍN KÙ.BABBAR a-na TÚG ku-ta-nim KÙ.BABBAR šu-ut-ma <gap> lu iš-tí ma-a-ma lu iš-tí <gap> ku-nu-ki-a ú-šé-ba-lam,30,43,40.52032091899277,<gap> ma-na 2 GÍN KÙ.BABBAR iš-tí a-ḫu-qar <gap> TÚG ku-ta-ni a-na li <gap>
55,e3aecf83-f197-4c23-ae53-56162c679468,18,22,410,False,to you (fem).,a-na-ku-ma,4,5,52.96752519596865,a-na
55,e3aecf83-f197-4c23-ae53-56162c679468,19,22,410,False,"<gap> gold of extremely good quality (and) 14 shekels of silver<gap> I have as a claim on <gap> Unfortunately, Aššur-lamassī, son of Aššur-mālik, your witness, has died.",<gap> KÙ.GI wa-at-ru-tim 14 GÍN KÙ.BABBAR <gap> i-na <gap> i-ṣé-er <gap> i-šu lá i-li-kà-ni a-šur-lá-ma-sí DUMU a-šur-ma-lik ší-bi-kà me-et,30,47,36.530650828095126,<gap> ma-na 2 GÍN KÙ.BABBAR iš-tí a-ḫu-qar <gap> TÚG ku-ta-ni a-na li <gap> ší-ga-ri ki 1 <gap>
55,e3aecf83-f197-4c23-ae53-56162c679468,20,22,410,False,"Kuliya will take an oath from Ašsur-ennam, <gap> (and) Ilī-bāni and my silver, then Aššur-ennam <gap> and Aššur-ennam will pay me the silver or what has been purchased with it.",ku-li-a ni-iš a-šùr-e-nam <gap> ili₅-ba-ni ù KÙ.BABBAR-pí-a ku-li-a i-lá-qé-ma a-šùr-e-nam <gap>-ma ù a-šùr-e-nam KÙ.BABBAR ù ší-ma-am a-šùr-e-nam i-ša-qal,18,35,26.396181092934608,KÙ.BABBAR a-na i-dí-a-šùr ta-dí-in a-ḫa-ma 1 TÚG ku-sí-tù a-na a-ša-at i-na-aḫ-DINGIR ta-dí-in <gap> ma-na 2 GÍN KÙ.BABBAR
55,e3aecf83-f197-4c23-ae53-56162c679468,21,22,410,False,"In the presence of Agaya, son of Ahuni, of<gap>, of <gap> maya, son of L / Zu<gap>, of Aššur-mālik, son of Kurara, <gap>""",IGI a-ga-a DUMU a-ḫu-ni IGI <gap>-ma-a DUMU zu-<gap> IGI a-šur-ma-lik DUMU ku-ra-ra <gap>,51,57,26.421959731621403,a-nim iš-tí <gap>(d-<gap> iš <gap> ik-ra
56,e1a039e5-391c-4182-960e-713d4bd77a69,0,11,1021,True,"To Ikūn-pīya, Dan-Aššur, Šalim-wardī, and Šu-Nūnu from Ennam-Aššur: You wrote me and said: Šu-Nūnu brings you 3 talents of washed copper from the proceeds of your tin and textiles."" I checked it here and found 2.6666 minas, plus 2 talents of copper owed by Dan-Aššur which you sent.",a-na i-ku-pí-a dan-a-šur ša-lim-ar-dí ù šu-nu-nu qí-bi-ma um-ma en-um-a-šur-ma ta-áš-pu-ra-am um-ma a-ta-ma 3 GÚ URUDU ma-sí-am i-na ší-im AN.NA-ki-kà ù TÚG.ḪI-tí-kà šu-nu-nu na-áš-a-ku-um a-na-kam ú-sà-ni-iq-šu-ma 2.6666 ma-na ù 2 GÚ URUDU ša li-bi dan-a-šur ša tù-šé-bi₄-lá-ni a-dí-in,1,34,84.13967255335741,i-ku-pí-a dan-a-šur ša-lim-ar-dí ù šu-nu-nu qí-bi-ma um-ma en-um-a-šur-ma tá-áš-pu-ra-nim um-ma a-tù-nu-ma 3 GÚ URUDU ma-sí-am i ší-im AN.NA-ki-kà ù ṣú-ba-tí-kà šu-nu-nu na-áš-a-kum a-na-kam ú-sà-ni-iq-šu-ma 2.6666 ma-na ù 2 GÚ URUDU ša li-bi dan-a-šur
56,e1a039e5-391c-4182-960e-713d4bd77a69,1,11,1021,True,Šu-Nūnu brings you his certified tablet concerning his debt.,ṭup-pu-šu ḫa-ru-mu-tum ša ḫu-bu-li-šu šu-nu-nu na-áš-a-kum,38,41,75.91940642207865,ša ḫu-bu-li-šu šu-nu-nu
56,e1a039e5-391c-4182-960e-713d4bd77a69,2,11,1021,True,"My dear brothers, take care there to have Šalim-wardī and Šu-Nūnu credit you with the proceeds from my previous shipment of textiles and tin.",a-ḫu-ú-a a-tù-nu a-ma-kam i-ḫi-id-ma ší-im ší-im šé-bu-ul-tí-a TÚG.ḪI.A ù AN.NA ša-lim-wa-ar-dí ù šu-nu-nu li-iṣ-bu-tù-ku-nu-tí,43,54,49.95018476997248,a-tù-nu a-ma-kam iḫ-da-ma ší-im ṣú-ba-tí-a ú AN.NA-ki-a pá-ni-im ša-lim-ar-dí ù šu-nu-nu
56,e1a039e5-391c-4182-960e-713d4bd77a69,3,11,1021,True,"Then seal the copper with your own seals, and send it to me as soon as possible.",a-ḫa-ma URUDU i-na ku-nu-ki-kà ku-un-kà-ma i-na pá-ni-a šé-bi₄-lam,55,59,63.29180118025758,URUDU i-na ku-nu-ki-ku-nu ku-un-kà-ma
56,e1a039e5-391c-4182-960e-713d4bd77a69,4,11,1021,True,"Also, send me Ewarimuša.",ú e-wa-ri-mu-ša šé-bi-lam,90,92,86.62121665005121,ú e-wa-ri-mu-ša
56,e1a039e5-391c-4182-960e-713d4bd77a69,5,11,1021,True,"<gap> My dear lords do me a favour, and take care, for I too am a man of favours.",<gap> be-lu-a a-tù-nu gi₅-mì-li-ni i-ḫi-id-ma a-na-ku a-we-el gi₅-mì-li-im,67,74,49.4589242354564,bé-lu-a a-tù-nu gi-im-lá-ni-ma iḫ-da ú a-na-ku a-we-el
56,e1a039e5-391c-4182-960e-713d4bd77a69,6,11,1021,True,"25 -textiles, <gap> minas of tin, 15 shekels of silver <gap> Šu-Nūnu and Ewarimuša <gap> will lead to you.",25 TÚG ku-ta-ni <gap> ma-na AN.NA 15 GÍN KÙ.BABBAR <gap> šu-nu-nu ù e-wa-ri-mu-ša <gap> i-ra-dí-ú-ni-kum,75,84,81.83913321277277,25 TÚG ku-ta-ni <gap> ma-na AN.NA 15 GÍN KÙ.BABBAR
56,e1a039e5-391c-4182-960e-713d4bd77a69,7,11,1021,True,"Urgent, keep an eye on my servants.",a-pu-tum en-um-a-šur a-na ṣú-ḫa-ri-a li-li-ik,97,99,75.57830433532308,ṣú-ḫa-ri-a li-li-ik
56,e1a039e5-391c-4182-960e-713d4bd77a69,8,11,1021,True,"To Šalim-wardī: Even here I gave you instructions, saying: ""Let the donkeys from your transport remain."" Why is it that you have sold them?",a-na ša-lim-ar-dí qí-bi-ma a-na-kam na-áš-pé-er-tám a-dí-na-kum um-ma a-na-ku-ma ANŠE.ḪI.A ša qá-tí-kà li-bi₄-šu-nu mì-šu-um ša ta-dí-šu-nu-tí,99,106,54.335559529381136,a-na ša-lim-ar-dí qí-bi₄-ma a-na-kam-ma ú-na-ḫi-id-kà um-ma a-na-ku-ma
56,e1a039e5-391c-4182-960e-713d4bd77a69,9,11,1021,True,And why is it that you sent Šu-Nūnu here?,ú mì-šu ša šu-nu-nu tù-šé-bi₄-lá-ni tù-šé-bi₄-lá-ni,34,37,42.17071940197157,ša tù-šé-bi₄-lá-ni-ni ṭup-pu-šu
56,e1a039e5-391c-4182-960e-713d4bd77a69,10,11,1021,True,"There, as many of my textiles as you take, both of you must seal what you receive with your own seals.""",a-ma-kam ma-lá ṣú-ba-tí-a ma-lá ta-lá-qé-ú iš-tí ku-nu-ki-kà ku-un-kà,44,48,37.404491258923684,a-ma-kam iḫ-da-ma ší-im ṣú-ba-tí-a
57,c52f4b62-3406-4589-9b67-a6fe66751218,0,6,853,True,"To Kurub-Ištar, Ikūn-piya, Šu-Ištar, Adida and Amur-Ištar from Šalim-Aššur; specifically to Kurub-Ištar: My dear brother and lord, the lapis lazuli that was the votive offering to Aššur has been lost.",a-na kur-ub-IŠTAR i-ku-pí-a šu-IŠTAR a-dí-da ù a-mur-IŠTAR qí-bi-ma um-ma ša-lim-a-šùr-ma a-na kur-ub-IŠTAR qí-bi-ma a-ḫi a-ta be-lí a-ta ḫu-sà-ru-um ik-ri-bu ša a-šùr ḫa-al-qú,0,22,96.51040647530907,a-na kur-ub-IŠTAR i-ku-pì-a šu-IŠTAR a-dí-da ù a-mur-IŠTAR qí-bi-ma um-ma ša-lim-a-šùr-ma a-na kur-ub-IŠTAR qí-bi-ma a-ḫi a-ta be-lí a-ta ḫu-sà-ru-um ik-ri-bu ša a-šùr ḫa-al-qú
57,c52f4b62-3406-4589-9b67-a6fe66751218,1,6,853,True,"You and your caravan must listen to the tablet with the verdict of the City assembly, assist the attorney and the servant, and search Enna-Suen's goods in accordance with the verdict of the City, and if the lapis lazuli appears, then place it under seal and return the lapis lazuli and Enna-Suen in accordance with the verdict of the City.",ṭup-pá-am ša dí-in a-lim{ki} a-ta ù ILLAT-kà i-ša-ḫa-at i-na ša-ḫa-at ra-bi-ṣí-im ù ṣú-ḫa-ri-im i-zi-za-ma ki-ma dí-in a-lim{ki} ú-nu-tám ša en-na-sú-in na-dí-ma šu-ma ḫu-sà-ru-um e-tí-qú ku-nu-ki-ma ku-nu-uk-ma ḫu-sà-ru-um ù en-na-sú-in i-na ma-lá dí-in a-lim{ki} tù-ta-ra-am,24,46,77.58374422946412,dí-in a-lim{ki} a-ta ù ILLAT-kà ší-im-a-ma i-na ša-ḫa-at ra-bi-ṣí-im ù ṣú-ḫa-ri-im i-zi-za-ma a ma-lá dí-in a-lim{ki} ú-nu-tám ša en-na-sú-in na-dí-dá-ma šu-ma ḫu-sà-ru-um
57,c52f4b62-3406-4589-9b67-a6fe66751218,2,6,853,True,"According to the verdict of the City wherever the attorney interrogates, he may impose an oath and search the goods.",i-na dí-in a-lim{ki} a-li ra-bi-ṣú-um i-pá-ri-id ni-is-ḫa-at ù ú-nu-tám i-da-an,58,63,64.34954135617626,dí-in a-lim{ki} a-li ra-bi₄-ṣú-um i-pá-li-lu
57,c52f4b62-3406-4589-9b67-a6fe66751218,3,6,853,True,"Also, if anyone has departed with an express caravan, the attorney will travel and search the goods of the express caravan.",ú šu-ma iš-tí ba-tí-qí-im ma-ma-an i-tù-a-ar ra-bi-ṣú-um i-lá-ak-ma lu-qú-tám ša ba-tí-qí-im ú-na-dí,68,77,46.50014184768717,šu-ma ba-tí-qum ma-ma-an e-tí-iq ra-bi₄-ṣú-um le-tí-iq-ma ú-nu-tám ša ba-tí-qí-im
57,c52f4b62-3406-4589-9b67-a6fe66751218,4,6,853,True,"My dear brothers and lords, save me while I can still be saved.",a-ḫu-ú-a be-lu-ú-a a-tù-nu a-dí a-lá-kà-ni be-lu-ú-a a-tù-nu a-dí a-lá-kà-ni be-lu-ú-a,77,82,45.777436759411536,lu-na-dí-id a-ḫu-ú-a be-lu-a a-tù-nu a-na
57,c52f4b62-3406-4589-9b67-a6fe66751218,5,6,853,True,Do this favour for Aššur and for me.,a-na a-šur ù i-a-tí gi-mì-lam šu-uk-na,85,91,38.578052028999124,gi-mì-lam i-ṣé-er a-šùr ù i-ṣé-ri-a šu-uk-na
58,faef050d-e7dc-4f89-ace5-6a3dbba9366a,0,4,349,False,"Seal of Ilī-tappā, son of Idnāya, seal of Abatanānum, son of Aššur-šamšī, seal of Iddin-Suen, son of Aššur-ṭāb.",KIŠIB DINGIR-tap-pá DUMU id-na-a KIŠIB a-ba-ta-na-nim DUMU a-šur-{d}UTU-ši KIŠIB i-dí-sú-in DUMU a-šur-DU₁₀,0,9,77.92636034789872,KIŠIB DINGIR-tap-pá-a DUMU id-na-a KIŠIB a-ba-ta-na-nim DUMU a-šur-UTU-ši KIŠIB
58,faef050d-e7dc-4f89-ace5-6a3dbba9366a,1,4,349,False,<gap> shekels of refined silver Abatanānum owes to Elamma.,<gap> GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er a-ba-ta-na-num e-lá-ma i-šu,12,20,81.70119293083319,<gap> GÍN KÙ.BABBAR sa-ru-pá-am i-ṣé-er a-ba-ta-na-nim e-lá-ma i-šu
58,faef050d-e7dc-4f89-ace5-6a3dbba9366a,2,4,349,False,"Month V, eponymy of Ilšu-rabi, son of Baziya.",ITU.1.KAM áb-ša-ra-ni li-mu-um DINGIR-šu-GAL DUMU ba-zi-a,22,26,88.44779451634065,li-mu-um DINGIR-šu-GAL DUMU ba-zi-a
58,faef050d-e7dc-4f89-ace5-6a3dbba9366a,3,4,349,False,Within <gap> weeks he shall pay; if he does not pay he will add interest in accordance with the rule of the colony.,a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,26,36,87.38683895406673,a-na <gap> ḫa-am-ša-tim i-ša-qal šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im
59,49bff2f5-6d98-43b2-9307-9cc601ca48b2,0,2,320,False,"1 mina 14 shekels of silver, the excise on it extra, the transport fee for it paid; separately 0.5 mina of silver, the excise on it extra, the transport fee for it paid, temple funds, under the seals of, Ennam-Aššur entrusted to Ir'am-Aššur and he brought it to the City for making purchases.",1 ma-na 14 GÍN KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu a-ḫa-ma 0.5 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ik-ri-bu ku-nu-ki ša DAM.GÀR en-um-a-šur a-na ir-ma-a-šur ip-qí-id-ma a-na a-lim{ki} a-na ší-a-ma-tim ú-bi-il₅,0,30,100.0,1 ma-na 14 GÍN KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu a-ḫa-ma 0.5 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ik-ri-bu ku-nu-ki ša DAM.GÀR en-um-a-šur a-na ir-ma-a-šur ip-qí-id-ma a-na a-lim{ki} a-na ší-a-ma-tim ú-bi-il₅
59,49bff2f5-6d98-43b2-9307-9cc601ca48b2,1,2,320,False,"In the presence of Azutāya, son of Ememê, of Idi-bāni, son of Ir'am-Aššur.",IGI a-zu-ta-a DUMU e-me-me IGI ì-dí-ba-ni DUMU ir-ma-a-šur,30,38,100.0,IGI a-zu-ta-a DUMU e-me-me IGI ì-dí-ba-ni DUMU ir-ma-a-šur
60,0a086ecd-dfc9-4828-89c8-ea0b55b23ce5,0,2,386,False,<gap> 12.5 minas <gap> 3 minas of silver <gap> we added.,<gap> 12.5 ma-na <gap> 3 ma-na KÙ.BABBAR <gap> nu-ra-dí,0,8,96.41391282486552,<gap> 12.5 ma-na <gap> 3 ma-na KÙ.BABBAR <gap>
60,0a086ecd-dfc9-4828-89c8-ea0b55b23ce5,1,2,386,False,11 <gap> plus the import duty <gap> to the investors <gap> for you <gap> 15.3333 <gap>,11 <gap> ù ni-is-ḫa-tum <gap> a-na um-me-a-ni <gap> ku-nu-ki-kà <gap> 15.3333 <gap>,9,17,88.52139092595846,11 <gap> ù ni-is-ḫa-tum <gap> a-na um-me-a-ni <gap>
61,373fad9f-adda-4e2b-ae8f-80518eb92139,0,2,264,False,From Amur-Ištar and Ilī-bāni to Itūr-ilī and the merchant for the goods transported by Lā-qēp: A top-pack of 6 in addition to a donkey <gap> and its wrapping Šumma-libbi-Aššur leads to you.,um-ma a-mur-IŠTAR ù DINGIR-ba-ni-ma a-na i-tur₄-DINGIR ù DAM.GÀR ša šé-ep lá-qé-ep qí-bi-ma 6 e-li-tám e-zi-ib ANŠE <gap> ù li-wi-sú šu-ma-li-ba-a-šur ir-dí-a-kum,0,13,74.32476961008248,um-ma a-mur-IŠTAR ù DINGIR-ba-ni-ma a-na i-tur₄-DINGIR ú DAM.GÀR ša šé-ep lá-qé-pí-im qí-bi-ma 6
61,373fad9f-adda-4e2b-ae8f-80518eb92139,1,2,264,False,Give the carriage costs there if Ememe asks you for it.,a-ma-kam ta-ší-a-tim šu-ma e-me-me e-ri-iš-kà dí-in,23,28,61.61975137805086,ta-ší-a-tim a-ma-kam e-me-me šu-ma e-ri-iš-ku-nu
62,2d9c1f96-8385-446e-8cf3-e35038aaa947,0,5,580,True,"To Luzina, Adida and Ali-ahum; from Enna-Suen: Puzur-Aššur son of Azuza owes me 5.3333 minas of refined silver.",a-na lu-zi-na a-dí-da ù a-lá-ḫi-im qí-bi-ma um-ma en-na-sú-in-ma 5.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄-a-šur DUMU a-zu-za ḫa-bu-lam,0,16,90.76110085251614,a-na lu-zi-na a-dí-da ù a-lá-ḫi-im qí-bi₄-ma um-ma en-na-sú-in-ma 5.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄-a-šùr DUMU a-zu-za ḫa-bu-lam
62,2d9c1f96-8385-446e-8cf3-e35038aaa947,1,5,580,True,He is to pay within 7 months from the month Narmak-Aššur in the eponymy of Enna-Suen.,iš-tù ITU.KAM na-ar-ma-ak-a-šur li-mu-um en-na-sú-in a-na 7 ITU.KAM i-ša-qal,16,25,91.42470197545236,iš-tù ITU.KAM na-ar-ma-ak-a-šùr li-mu-um en-na-sú-in a-na 7 ITU.KAM i-ša-qal
62,2d9c1f96-8385-446e-8cf3-e35038aaa947,2,5,580,True,"If he has not paid (in time), he is to add interest in accordance with the rule of the colony.",šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,28,33,91.7409064665707,ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb
62,2d9c1f96-8385-446e-8cf3-e35038aaa947,3,5,580,True,"My dear brothers and lords, the man has cheated me once or twice.",a-ḫu-ú-a be-lu-ú-a a-tù-nu a-dí ma-lá ú ší-ni-šu a-we-lúm a-dí ma-lá ú ší-ni-šu i-sí-ú,33,39,72.43936955684289,a-ḫu-ú-a be-lu-ú-a a-tù-nu a-wi-lúm a-dí ma-lá
62,2d9c1f96-8385-446e-8cf3-e35038aaa947,4,5,580,True,"Seize him and have him pay the silver and as much interest as you can manage and then buy tin for me, seal it and give it to a reliable affiliated trader who can bring it to me under your seals.",ṣa-áb-ta-šu-ma KÙ.BABBAR ù ṣí-ba-at ma-lá ta-be-e-lá-ni ša-áš-qí-il₅-šu-ma ù AN.NA ša-ma-nim ku-un-kà-ma a-na DUMU um-me-a-nim ke-nim lu-ub-lam,42,56,74.5019300393109,ṣa-áb-ta-šu-ma KÙ.BABBAR ù ṣí-ba-sú ma-lá ta-le-e-a-ni ša-áš-qí-lá-šu-ma AN.NA ša-ma-nim-ma ku-un-kà-ma a-na DUMU um-me-a-nim ke-nim
63,addd986a-df5f-48c7-aacc-83977b69021b,0,5,681,True,"When Iddin-abum was dying and was staying in Aššur-bēl-awātim's house, the representatives of Ilī-bāni, Wardum and his customers, came in(to the house) and Ilī-bāni's representatives said: Settle accounts with us!"" - but Iddin-abum answered: ""Hold your tablets ready, for my tablets are written and available.",i-nu-mì i-dí-a-bu-um a-mu-ru-ma É a-šur-be-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù DAM.GÀR-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ší-sí-ú iš-tí-ni ší-sí-ú um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ša ṭup-pí-a lá-pì-tù-ma i-ba-ší,5,27,73.73241250875066,É a-šùr-bé-el-a-wa-tim wa-áš-bu ša ki-ma ili₅-ba-ni ÌR ù tám-kà-ru-šu e-ru-bu-ma um-ma ša ki-ma ili₅-ba-ni-ma ni-kà-sí iš-tí-ni ší-sí-ma um-ma i-dí-a-bu-um-ma ṭup-pí-ku-nu kà-i-lá ù
63,addd986a-df5f-48c7-aacc-83977b69021b,1,5,681,True,"Let my brother Šalim-Aššur come, and then settle with him.",ša-lim-a-šùr a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a,31,35,92.82103859005755,a-ḫi li-li-kam-ma iš-tí-šu ší-sí-a
63,addd986a-df5f-48c7-aacc-83977b69021b,2,5,681,True,"Then my own representatives, Šu-Illil and Amur-Ištar may assist my brother.",a-na ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a i-za-zu,37,45,95.60130342350539,ša ki-ma i-a-tí šu-{d}EN.LÍL ù a-mur-IŠTAR i-ša-ḫa-at a-ḫi-a
63,addd986a-df5f-48c7-aacc-83977b69021b,3,5,681,True,"Until my brother arrives no one may open my tablets."" The Kanesh colony gave us for these proceedings, and we gave our testimony before Aššur's dagger in the Gate of the God.",a-dí a-ḫi i-lá-kà-ni ṭup-pì-a ma-ma-an lá i-pá-té a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr i-na ba-áb DINGIR ší-bu-tí-ni ni-dí-in,52,63,83.2388476150636,i-pá-té a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr
63,addd986a-df5f-48c7-aacc-83977b69021b,4,5,681,True,"Witnessed by Akuza, by Lā-qēp, by Ṣilūlu.""",IGI a-ku-za IGI lá-qé-ep IGI ṣí-lu-lu,67,73,100.0,IGI a-ku-za IGI lá-qé-ep IGI ṣí-lu-lu
